Teks,Label
"b'Tes Corona di Indonesia bertambah satu lagi, kali ini melalui Saliva atau ludah. #Saliva https://t.co/WrgeCvMpyO'",Positif
"b'Persentase Pasien Sembuh Corona di Indonesia Capai 88,2 Persen https://t.co/RzHjpCIu4U'",Netral
"b'Tim Bulutangkis All England 2021 Indonesia bakal kembali ke Tanah Air pada Minggu (21/3), setelah dipaksa mundur akibat diwajibkan isolasi karena satu pesawat dengan penumpang yang terinfeksi virus corona. https://t.co/C3Y2aoGWIs'",Negatif
b'Alhamdulillah program vaksinasi massal berjalan lancar amiinn \xf0\x9f\xa4\xb2. Indonesia jauh dari virus Corona. https://t.co/RYxHu22ttA https://t.co/gyjzuGmU3h',Positif
b'Teman-temanku seluruh rakyat Indonesia patuhilah protokol kesehatan 3 m mencuci tangan menjaga jarak dan memakai masker untuk mencegah menyebarkan virus Corona biar Indonesia kembali pulih seperti dahulu. #Kovid19  #Indonesia @CNNIndonesia @detikcom @',Netral
b'#BUBARKANMUI...@harihariono1 @chirping_magpie @djokoAdv @cagubnyinyir2  dukung partai masa depan anak bangsa PTI (PARTAI TWITTER INDONESIA) @Ephraym9 @Corona_KafirNw @DhimazAriya @NGOBUSH35 @Argo00449750 @Ruslam42 @Salim_Semm @66wine @amandagempita https://t.co/LxqFPjqsul',Netral
"b'@sholah_afaf Nitip doa gus corona cpt hilang,negara indonesia aman damai dan sejahtera rakyat rukun\xc2\xb2'",Netral
b'@BadmintonTalk @INABadminton @KBRILondon @Kemlu_RI @KemenporaRI Terima kasih pemerintah Indonesia sudah mau membantu mereka keluar dari NEGARA PENGHASIL VIRUS CORONA B117',Netral
b'@AdhieMassardi Knp gak kordinir doa agar si Corona dan covid 19 sgr enyah dari Indonesia.....dan rakyat lebih merdeka dlm berpendapat dan berpendapatan.Aamiin yra',Positif
b'Ya Allah semoga virus Corona hilang di Indonesia #indonesiaviral',Netral
"b""Secara syar'i, menurut MUI, vaksinasi menggunakan injeksi tidak membatalkan puasa. Kita bisa ikuti  fatwa MUI tsb utk berkontribusi dlm membentuk herd immunity melalui vaksinasi. Dg begitu, Indonesia bisa bebas dr pandemi Covid-19.\n#VaksinBulanPuasa \n\nhttps://t.co/4Ti9V0VEin""",Positif
"b'Tidak perlu ragu soal vaksinasi Covid-19 saat bulan Ramadan. Melalui fatwa terbarunya, Majelis Ulama Indonesia (MUI) memperbolehkan hal itu &amp; memberikan beberapa rekomendasi vaksinasi aman saat bulan puasa.\n#VaksinBulanPuasa \n\nhttps://t.co/4Ti9V0VEin'",Positif
"b'@CNNIndonesia Ini bener"" takut karna corona? Apa takut karna para pemain indonesia bakal menang mulu?:v'",Negatif
b'bagaimana sektor pariwisata indonesia bertahan di tengah pandemi corona',Netral
"b""Secara syar'i, menurut MUI, vaksinasi menggunakan injeksi tidak membatalkan puasa. Kita bisa ikuti  fatwa MUI tsb utk berkontribusi dlm membentuk herd immunity melalui vaksinasi. Dg begitu, Indonesia bisa bebas dr pandemi Covid-19.\n#VaksinBulanPuasa \n\nhttps://t.co/SxnqueRsRR""",Positif
"b'Tidak perlu ragu soal vaksinasi Covid-19 saat bulan Ramadan. Melalui fatwa terbarunya, Majelis Ulama Indonesia (MUI) memperbolehkan hal itu &amp; memberikan beberapa rekomendasi vaksinasi aman saat bulan puasa.\n#VaksinBulanPuasa \n\nhttps://t.co/SxnqueRsRR'",Positif
b'vaksin covid-19 dipercaya masih ampuh cegah penularan virus Corona B117\n#vaksin #sinovachalal #vaks\xc3\xacncovid19 #vaksingratisutkrakyat #covid19indonesia #Covid19 #lfl #likeforlikes #Jokowi #Indonesia #IndonesiaMaju https://t.co/PzuoVS6Yow',Positif
"b'Sputnik V vaccine gunakan bahan dasar adenovirus 26, 5 u/angkut potongan materi genetik corona,ya hampir sama dgn jenis cansino bio,dan astra Z\xf0\x9f\x91\x8dhope Uncle Putin can help Indonesia,to sell and distribute it to Ind at a price that is not expensive @KremlinRussia_E @KemenkesRI https://t.co/JUo66Cxn2N'",Negatif
b'Kami sangat mengapresiasi langkah pemerintah Indonesia yg telah mengambil langkah tegas sebagai salah satu dari sedikit Negara berkembang yg sudah berani memulai program vaksinasi virus Corona.\n\nWHO Apresiasi Indonesia\n#VaksinSuksesAkhiriPandemi https://t.co/HD0YX4yPiz',Negatif
"b'Vaksin AstraZeneca, Vaksin Virus Corona produk asal Korea Selatan ini disebutkan mengandung unsur Babi. Namun karena mengingat dalam kondisi darurat, status haramnya menjadi gugur.\n\nJika ada yang halal, utamakan yang halal \xf0\x9f\x99\x8f\n\nWHO Apresiasi Indonesia\n#VaksinSuksesAkhiriPandemi https://t.co/DWFTdfWXA0'",Netral
b'WHO Apresiasi Indonesia\n#VaksinSuksesAkhiriPandemi \nIndonesia adalah salah satu negara yg mendapatkan apresiasi terkait penanganan vaksin corona...\nNegara luar saja banyak mengapresiasi masak kita yg anak bangsa sendiri kalah sm org luar ...\nApa ga malu yg sering nyinyir \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4 https://t.co/6v65qvfjtA',Netral
b'WHO Apresiasi Indonesia\nDalam solidaritas global terkait penanganan vaksin virus corona tipe Baru.\n\n#VaksinSuksesAkhiriPandemi https://t.co/Lr2hlWz5xU',Positif
b'Perwakilan Organisasi Kesehatan Dunia (WHO) Navaratnasamy P.\n\nMengapresiasi Indonesia solidaritas global terkait vaksin virus Corona tipe baru atau Covid-19.\n\nWHO Apresiasi Indonesia\n#VaksinSuksesAkhiriPandemi https://t.co/ZkQUEJ0HZ8',Positif
"b'@asboediono_id @asboedionoid Ind hrs introspeksi padahal tahun2 sebelumnya mengikuti event all england lancar2 aja ada apa all england tahun 2021 kok Indonesia di WO dan didiskriminasi,alasan panitia all england diduga tim Indonesia 1 pesawat dg salah satu penumpang yg terkena corona alasan yg tdk msk akal'",Negatif
"b'Tes Corona di Indonesia bertambah satu lagi, kali ini melalui Saliva atau ludah. https://t.co/TTZpePxQh0'",Positif
"b'Aneh masa karna satu pesawat sama orang yang positif corona team Indonesia langsung didiskualifikasi, yang penting team Indonesia gk ada yang positif kan\n#ReformasiBWF https://t.co/DM1Yxep22Y'",Positif
"b'Bwf tidak adil dengan tim bulutangkis Indonesia, masa karna satu pesawat dengan orang positif corona langsung didiskualifikasi\n#ReformasiBWF https://t.co/GZJex0v1aW'",Negatif
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia #PemulihanEkonomiBangsa https://t.co/Yl5sdPTkZb',Netral
b'Seperti yang sama2 kita tahu Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia #PemulihanEkonomiBangsa https://t.co/hDVinJ6c13',Netral
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia. \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9 #PemulihanEkonomiBangsa https://t.co/0gjBTm01Ag',Netral
b'Pandemi virus corona ini mendorong percepatan dalam pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia #PemulihanEkonomiBangsa https://t.co/l9l5Vp81HX',Netral
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia \xf0\x9f\x98\x8a\xf0\x9f\x98\x87\xf0\x9f\x98\x8a#PemulihanEkonomiBangsa https://t.co/aMcTstdEl3',Positif
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia... semoga cepat selesai pandemi ini.... #PemulihanEkonomiBangsa https://t.co/iRc5wSst4F',Positif
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia \xf0\x9f\x91\x8d #PemulihanEkonomiBangsa https://t.co/xgqItXZz4y',Netral
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di indonesia\n#PemulihanEkonomiBangsa https://t.co/RMdli2NGAj',Netral
b'Pandemi virua corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia \n#PemulihanEkonomiBangsa https://t.co/Rhv8IiQwey',Netral
b'Pandemi virus corona dorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia\n#PemulihanEkonomiBangsa https://t.co/NGDhI5oW83',Netral
b'Angka Kematian Corona Indonesia Naik https://t.co/BnQTGz1QUw https://t.co/Ps1K5NuxHZ',Netral
b'Angka Kematian Corona Indonesia Naik https://t.co/0A5vpZQiMm https://t.co/9jyVJbsYOi',Netral
"b'@perthppe One more.. AKU JUGA CINTA KAMU TANAPON,SAYANG PAKE BANGET\xf0\x9f\x98\xad\xf0\x9f\x96\xa4. Corona kelar jangan lupa main ke Indonesia ya, walaupun kita ga ketemu seenggaknya menghirup satu udara yang sama\xf0\x9f\x98\xad\xf0\x9f\x98\xad. COME TO MY DREAM TONIGHT, I WANT TO MEET YOU TO SAY HAPPY BIRTHDAY OKE?!!OKEE SIP'",Positif
"b'#instagramdown terkait aksi https://t.co/MkgCBmG7Px seluruh dunia kecuali indonesia, mereka akan melakukan aksi terkait corona virus saat ini, bersiaplah.. lihat apa yg akan terjadi'",Positif
"b'Mundurnya Tim Indonesia dari All England Terkait Corona, BWF Dinilai Tak Berkompeten https://t.co/njUumnfTM4 #Terbaru #berita #live #terbaru'",Negatif
b'Ini menunjukkan bobroknya panitia penyelenggara All England Open 2021 #AllEnglandOpen2021UnFair #BWFMustBeResponsible\n\nhttps://t.co/P7Yl0Pmorw',Netral
b'@EllyKoro @Corona_KafirNw @ridwankamil Walikota dan Gubernurnya KADRUN.. maka mereka akan terus berusaha untuk menjadikan Indonesia jadi KADRUNISTAN \xf0\x9f\x98\x82',Netral
b'Kasus Corona di Indonesia Bertambah 6.279 https://t.co/wLpj4rlbeU https://t.co/XbTtDTBc80',Netral
"b'#Terpopuler Vaksin corona AstraZeneca yang berasal dari Inggris sudah masuk di Indonesia. Meski begitu, penggunaannya diminta BPOM untuk ditunda. https://t.co/MWQni3A6t3'",Positif
"b'Reza Ali Turun Gunung Bela SBY, Ungkap Jhoni Allen Biang Kerok Kasus Korupsi Lebih Ganas Dari Virus Corona | Menit Indonesia https://t.co/eouqtUspzQ'",Negatif
